Id,Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Purpose,Risk
518,43.0,male,2,own,moderate,little,1203,car,good
519,36.0,male,2,free,little,little,700,radio/TV,good
520,44.0,male,2,free,little,little,5507,repairs,good
521,24.0,female,2,own,little,little,3190,radio/TV,bad
522,53.0,male,2,free,little,little,7119,furniture/equipment,bad
523,23.0,female,2,own,moderate,little,3488,car,good
524,26.0,female,1,own,little,moderate,1113,radio/TV,good
525,30.0,male,2,own,little,moderate,7966,car,good
526,31.0,female,2,own,moderate,little,1532,education,good
527,42.0,male,1,own,little,little,1503,radio/TV,good
528,31.0,male,2,rent,little,little,2302,radio/TV,bad
529,41.0,male,1,own,little,little,662,car,good
530,32.0,male,2,own,little,moderate,2273,education,good
531,28.0,female,2,rent,moderate,moderate,2631,car,bad
532,41.0,male,2,rent,little,little,1503,car,good
533,26.0,male,2,own,moderate,little,1311,radio/TV,good
534,25.0,male,2,own,little,little,3105,radio/TV,good
535,33.0,male,2,rent,little,rich,2319,education,bad
536,75.0,female,3,own,little,little,1374,car,good
537,37.0,female,2,own,little,moderate,3612,furniture/equipment,good
538,42.0,male,3,free,little,little,7763,car,bad
539,45.0,female,1,own,little,rich,3049,furniture/equipment,good
540,23.0,male,2,rent,little,moderate,1534,radio/TV,bad
541,60.0,male,2,free,little,little,2032,car,good
542,31.0,male,2,own,little,little,6350,furniture/equipment,bad
543,34.0,male,1,own,little,rich,2864,furniture/equipment,bad
544,61.0,male,1,own,little,little,1255,car,good
545,43.0,male,2,free,little,little,1333,car,bad
546,37.0,female,2,own,little,little,2022,car,good
547,32.0,male,2,own,little,little,1552,radio/TV,good
548,24.0,female,1,own,little,little,626,radio/TV,bad
549,35.0,male,2,free,little,little,8858,car,good
550,23.0,female,2,own,little,little,996,repairs,good
551,45.0,male,1,own,quite rich,little,1750,radio/TV,good
552,34.0,male,2,own,little,little,6999,radio/TV,bad
553,27.0,male,2,own,moderate,moderate,1995,car,good
554,67.0,female,3,own,little,moderate,1199,education,good
555,22.0,male,2,own,little,moderate,1331,radio/TV,bad
556,28.0,female,2,own,moderate,moderate,2278,car,bad
557,29.0,female,2,own,little,little,5003,car,bad
558,27.0,male,2,own,little,little,3552,furniture/equipment,bad
559,31.0,male,1,own,little,moderate,1928,furniture/equipment,bad
560,49.0,male,2,free,little,little,2964,car,good
561,24.0,male,1,rent,little,little,1546,radio/TV,bad
562,29.0,female,2,own,little,rich,683,radio/TV,good
563,37.0,male,2,free,little,moderate,12389,car,bad
564,37.0,male,3,own,little,moderate,4712,business,good
565,23.0,female,2,rent,moderate,moderate,1553,radio/TV,good
566,36.0,male,2,own,little,little,1372,car,bad
567,34.0,male,2,own,rich,little,2578,radio/TV,good
568,41.0,male,2,own,little,moderate,3979,radio/TV,good
569,31.0,female,2,own,little,little,6758,radio/TV,bad
570,23.0,female,1,rent,little,little,3234,furniture/equipment,bad
571,38.0,male,2,own,little,little,5954,radio/TV,good
572,26.0,female,3,rent,little,little,5433,car,good
573,22.0,female,1,own,little,little,806,business,good
574,27.0,male,1,own,little,moderate,1082,radio/TV,good
575,24.0,female,2,own,little,little,2788,furniture/equipment,good
576,27.0,female,2,own,little,moderate,2930,radio/TV,good
577,33.0,female,2,own,little,little,1927,education,good
578,27.0,male,2,own,little,moderate,2820,car,bad
579,27.0,male,1,own,little,little,937,education,good
580,30.0,male,2,own,little,moderate,1056,car,bad
581,49.0,male,1,own,little,moderate,3124,car,good
582,26.0,female,2,rent,little,little,1388,furniture/equipment,good
583,33.0,male,1,rent,little,moderate,2384,repairs,bad
584,52.0,female,3,free,little,little,2133,car,good
585,20.0,female,2,rent,little,little,2039,furniture/equipment,bad
586,36.0,male,2,rent,little,little,2799,car,good
587,21.0,male,1,own,little,little,1289,furniture/equipment,good
588,47.0,male,1,own,little,little,1217,domestic appliances,bad
589,60.0,male,2,own,little,little,2246,furniture/equipment,bad
590,58.0,female,1,own,little,little,385,radio/TV,good
591,42.0,female,2,rent,little,moderate,1965,car,good
592,36.0,female,1,own,rich,little,1572,business,good
593,20.0,female,1,rent,little,moderate,2718,car,bad
594,40.0,male,3,own,little,little,1358,vacation/others,bad
595,32.0,female,1,own,moderate,moderate,931,car,bad
596,23.0,female,2,rent,little,little,1442,car,bad
597,36.0,male,1,own,little,moderate,4241,business,bad
598,31.0,male,2,own,little,little,2775,car,bad
599,32.0,male,2,free,little,little,3863,business,good
600,45.0,female,2,own,little,moderate,2329,radio/TV,good
601,30.0,female,2,own,little,moderate,918,furniture/equipment,bad
602,34.0,female,1,free,little,moderate,1837,education,bad
603,28.0,female,3,own,little,little,3349,furniture/equipment,bad
604,23.0,female,2,own,little,rich,1275,furniture/equipment,good
605,22.0,male,2,own,quite rich,little,2828,furniture/equipment,good
606,74.0,male,3,own,little,little,4526,business,good
607,50.0,female,2,free,moderate,moderate,2671,radio/TV,bad
608,33.0,male,2,own,little,little,2051,radio/TV,good
609,45.0,male,2,free,little,little,1300,car,good
610,22.0,female,2,own,moderate,little,741,domestic appliances,bad
611,48.0,female,1,free,moderate,rich,1240,car,bad
612,29.0,female,2,own,rich,little,3357,radio/TV,good
613,22.0,female,2,rent,little,little,3632,car,good
614,22.0,female,2,own,little,little,1808,furniture/equipment,bad
615,48.0,male,3,own,little,moderate,12204,business,good
616,27.0,male,3,free,little,moderate,9157,radio/TV,good
617,37.0,male,2,rent,little,little,3676,car,good
618,21.0,female,2,rent,moderate,moderate,3441,furniture/equipment,bad
619,49.0,male,1,own,little,little,640,car,good
620,27.0,male,2,own,little,moderate,3652,business,good
621,32.0,male,2,own,little,little,1530,car,bad
622,38.0,male,2,own,little,little,3914,business,bad
623,22.0,female,2,rent,little,little,1858,furniture/equipment,good
624,65.0,male,2,free,little,little,2600,radio/TV,bad
625,35.0,male,2,own,little,little,1979,radio/TV,good
626,41.0,male,2,own,little,rich,2116,furniture/equipment,good
627,29.0,male,2,own,moderate,moderate,1437,car,bad
628,36.0,male,2,own,quite rich,little,4042,furniture/equipment,good
629,64.0,male,1,own,little,little,3832,education,good
630,28.0,female,2,own,little,little,3660,radio/TV,good
631,44.0,male,2,own,little,little,1553,furniture/equipment,bad
632,23.0,male,2,own,little,moderate,1444,radio/TV,good
633,19.0,female,2,rent,little,little,1980,furniture/equipment,bad
634,25.0,female,1,own,little,moderate,1355,car,bad
635,47.0,male,2,own,little,little,1393,education,good
636,28.0,female,2,own,quite rich,little,1376,radio/TV,good
637,21.0,male,2,own,little,little,15653,radio/TV,good
638,34.0,female,2,own,little,little,1493,radio/TV,good
639,26.0,male,2,own,little,little,4370,radio/TV,bad
640,27.0,female,0,own,little,little,750,education,bad
641,38.0,male,1,own,little,moderate,1308,repairs,good
642,40.0,male,3,own,moderate,little,4623,education,bad
643,33.0,male,2,own,little,little,1851,radio/TV,good
644,32.0,male,3,own,little,little,1880,radio/TV,good
645,27.0,male,2,rent,little,little,7980,business,bad
646,32.0,male,2,own,little,little,4583,furniture/equipment,good
647,26.0,female,2,own,quite rich,little,1386,car,bad
648,38.0,male,2,free,little,rich,947,car,bad
649,40.0,male,1,rent,little,little,684,education,bad
650,50.0,male,3,free,little,little,7476,education,good
651,37.0,male,1,own,little,moderate,1922,furniture/equipment,bad
652,45.0,male,2,own,little,little,2303,car,bad
653,42.0,male,3,own,moderate,moderate,8086,car,bad
654,35.0,male,2,own,little,little,2346,car,good
655,22.0,male,2,free,little,little,3973,car,good
656,41.0,male,1,own,little,moderate,888,car,bad
657,37.0,male,2,own,little,little,10222,radio/TV,good
658,28.0,female,2,own,little,moderate,4221,business,good
659,41.0,male,2,own,little,moderate,6361,furniture/equipment,good
660,23.0,male,2,rent,little,rich,1297,radio/TV,good
661,23.0,male,2,own,little,little,900,car,bad
662,50.0,male,2,own,little,little,2241,furniture/equipment,good
663,35.0,male,3,own,little,moderate,1050,furniture/equipment,good
664,50.0,female,1,own,little,rich,1047,education,good
665,27.0,male,3,own,little,little,6314,vacation/others,good
666,34.0,male,2,own,rich,moderate,3496,furniture/equipment,good
667,27.0,female,2,own,little,little,3609,business,good
668,43.0,male,2,rent,little,little,4843,car,bad
669,47.0,male,2,own,little,rich,3017,radio/TV,good
670,27.0,male,1,own,moderate,little,4139,business,good
671,31.0,male,2,own,moderate,little,5742,business,good
672,42.0,male,3,own,little,little,10366,car,good
673,24.0,male,2,own,quite rich,little,2080,car,good
674,41.0,male,1,own,quite rich,little,2580,business,bad
675,26.0,female,3,rent,little,little,4530,radio/TV,good
676,33.0,male,2,own,little,little,5150,furniture/equipment,good
677,24.0,male,2,own,moderate,moderate,5595,radio/TV,bad
678,64.0,male,1,rent,little,little,2384,radio/TV,good
679,26.0,female,2,own,little,little,1453,radio/TV,good
680,56.0,female,2,own,little,little,1538,education,good
681,37.0,male,2,free,little,little,2279,radio/TV,good
682,33.0,male,2,own,little,little,1478,radio/TV,good
683,47.0,male,2,free,little,little,5103,radio/TV,good
684,31.0,male,1,own,moderate,moderate,9857,business,good
685,34.0,male,2,free,little,little,6527,car,good
686,27.0,male,2,own,little,rich,1347,radio/TV,good
687,30.0,male,2,free,moderate,moderate,2862,car,good
688,35.0,male,2,own,moderate,little,2753,radio/TV,good
689,31.0,male,2,own,rich,little,3651,car,good
690,25.0,male,2,own,little,little,975,furniture/equipment,good
691,25.0,female,1,own,moderate,moderate,2631,repairs,good
692,29.0,male,2,own,moderate,moderate,2896,radio/TV,good
693,44.0,male,1,own,little,little,4716,car,good
694,28.0,male,2,own,little,little,2284,radio/TV,good
695,50.0,male,2,rent,quite rich,little,1236,car,good
696,29.0,male,2,own,little,moderate,1103,radio/TV,good
697,38.0,female,0,own,little,little,926,car,good
698,24.0,male,2,own,little,little,1800,radio/TV,good
699,40.0,male,3,rent,little,rich,1905,education,good
700,29.0,female,1,rent,quite rich,little,1123,furniture/equipment,bad
701,46.0,male,2,free,little,little,6331,car,bad
702,47.0,female,2,free,moderate,rich,1377,radio/TV,good
703,41.0,male,2,own,moderate,moderate,2503,business,good
704,32.0,female,2,own,little,moderate,2528,business,good
705,35.0,female,2,free,quite rich,little,5324,car,good
706,24.0,male,2,own,moderate,moderate,6560,car,bad
707,25.0,female,2,rent,little,moderate,2969,furniture/equipment,bad
708,25.0,female,2,own,little,moderate,1206,radio/TV,good
709,37.0,male,1,own,little,moderate,2118,radio/TV,good
710,32.0,male,3,own,quite rich,little,629,radio/TV,good
711,35.0,female,2,free,little,little,1198,education,bad
712,46.0,male,3,own,little,little,2476,car,good
713,25.0,male,1,own,little,little,1138,radio/TV,good
714,27.0,male,3,own,little,moderate,14027,car,bad
715,63.0,male,2,own,little,little,7596,car,good
716,40.0,male,2,own,little,little,3077,radio/TV,good
717,32.0,male,3,free,little,little,1505,radio/TV,good
718,31.0,male,2,own,little,rich,3148,radio/TV,good
719,31.0,male,2,own,moderate,moderate,6148,car,good
720,34.0,male,3,own,little,rich,1337,radio/TV,bad
721,24.0,female,2,rent,rich,moderate,433,education,bad
722,24.0,female,1,own,little,little,1228,car,bad
723,66.0,female,1,own,quite rich,moderate,790,radio/TV,good
724,21.0,female,2,rent,little,little,2570,car,bad
725,41.0,female,1,own,rich,little,250,car,good
726,47.0,male,1,own,quite rich,little,1316,radio/TV,good
727,25.0,female,2,rent,little,little,1882,radio/TV,bad
728,59.0,female,2,rent,little,moderate,6416,business,bad
729,36.0,male,2,own,rich,rich,1275,business,good
730,33.0,male,2,own,little,moderate,6403,radio/TV,good
731,21.0,male,1,rent,little,little,1987,radio/TV,bad
732,44.0,female,1,own,little,moderate,760,radio/TV,good
733,28.0,female,2,rent,rich,little,2603,car,good
734,37.0,female,2,own,little,little,3380,car,good
735,29.0,female,0,own,little,moderate,3990,domestic appliances,good
736,23.0,female,3,rent,little,moderate,11560,car,bad
737,35.0,male,1,own,moderate,little,4380,car,good
738,45.0,male,3,own,little,little,6761,car,good
739,26.0,female,1,rent,moderate,moderate,4280,business,bad
740,32.0,male,2,own,moderate,little,2325,car,good
741,23.0,male,1,own,little,moderate,1048,radio/TV,good
742,41.0,male,2,own,little,little,3160,radio/TV,good
743,22.0,male,2,own,quite rich,little,2483,furniture/equipment,good
744,30.0,male,3,own,little,little,14179,furniture/equipment,good
745,28.0,male,1,own,little,little,1797,business,good
746,23.0,female,2,rent,little,little,2511,car,good
747,37.0,female,1,own,little,little,1274,car,bad
748,26.0,male,2,own,little,little,5248,car,good
749,33.0,male,2,own,little,little,3029,car,good
750,49.0,female,2,own,little,little,428,furniture/equipment,good
751,23.0,female,1,own,little,little,976,car,bad
752,23.0,female,1,rent,moderate,moderate,841,business,good
753,25.0,female,2,own,little,little,5771,radio/TV,good
754,55.0,male,2,free,rich,little,1555,repairs,bad
755,32.0,female,2,rent,little,little,1285,car,bad
756,74.0,male,0,own,little,rich,1299,car,good
757,39.0,male,2,free,little,rich,1271,radio/TV,bad
758,31.0,male,2,own,little,little,1393,car,good
759,35.0,male,2,own,little,little,691,car,bad
760,59.0,female,2,own,little,little,5045,car,good
761,24.0,female,2,rent,little,little,2124,furniture/equipment,bad
762,24.0,male,1,own,little,little,2214,radio/TV,good
763,30.0,male,3,free,little,little,12680,car,bad
764,27.0,male,2,own,moderate,little,2463,car,good
765,40.0,male,1,own,little,moderate,1155,radio/TV,good
766,31.0,male,1,own,little,little,3108,furniture/equipment,bad
767,31.0,female,2,rent,little,little,2901,car,good
768,28.0,male,2,rent,little,moderate,3617,furniture/equipment,good
769,63.0,male,1,own,little,little,1655,radio/TV,good
770,26.0,female,2,rent,little,little,2812,car,good
771,25.0,female,3,own,little,little,8065,education,bad
772,36.0,male,3,own,little,little,3275,car,good
773,52.0,male,2,own,moderate,little,2223,radio/TV,good
774,66.0,male,0,free,quite rich,rich,1480,car,good
775,25.0,female,2,rent,little,little,1371,car,bad
776,37.0,male,2,own,little,little,3535,car,good
777,25.0,female,2,own,little,little,3509,radio/TV,good
778,38.0,male,3,own,rich,little,5711,car,good
779,67.0,female,2,own,little,moderate,3872,repairs,good
780,25.0,male,2,own,little,moderate,4933,radio/TV,bad
781,60.0,male,2,own,rich,little,1940,car,good
782,31.0,male,1,own,little,moderate,1410,education,good
783,23.0,female,1,own,moderate,moderate,836,car,bad
784,60.0,male,3,own,little,moderate,6468,car,good
785,35.0,male,1,own,rich,moderate,1941,business,good
786,35.56068204613842,male,2,own,quite rich,little,2675,radio/TV,good
787,38.0,male,2,own,little,little,2751,car,good
788,50.0,male,2,free,little,moderate,6224,education,bad
789,27.0,male,2,own,little,little,5998,education,bad
790,39.0,female,2,own,little,moderate,1188,business,bad
791,41.0,male,3,own,little,little,6313,car,good
792,27.0,male,2,own,little,little,1221,furniture/equipment,good
793,51.0,male,2,free,little,rich,2892,furniture/equipment,good
794,32.0,male,2,rent,quite rich,little,3062,furniture/equipment,good
795,22.0,female,2,rent,moderate,little,2301,furniture/equipment,good
796,51.0,male,2,free,little,little,7511,car,bad
797,22.0,female,1,rent,little,little,1258,furniture/equipment,good
798,54.0,male,2,own,little,little,717,car,good
799,35.0,male,0,own,little,moderate,1549,car,good
800,54.0,male,2,free,little,little,1597,education,good
801,48.0,female,1,rent,little,moderate,1795,radio/TV,good
802,24.0,female,2,own,little,little,4272,furniture/equipment,good
803,35.0,male,2,own,little,little,976,radio/TV,good
804,24.0,female,0,rent,little,moderate,7472,car,good
805,24.0,male,2,own,little,little,9271,car,bad
806,26.0,male,1,own,little,moderate,590,radio/TV,good
807,65.0,male,2,own,little,little,930,radio/TV,good
808,55.0,male,3,free,little,moderate,9283,car,good
809,26.0,female,0,rent,little,moderate,1778,car,bad
810,26.0,male,2,own,little,moderate,907,business,good
811,28.0,male,1,own,little,moderate,484,radio/TV,good
812,24.0,male,2,own,little,little,9629,car,bad
813,54.0,male,2,own,little,little,3051,domestic appliances,bad
814,46.0,male,2,free,little,little,3931,car,bad
815,54.0,female,2,rent,little,moderate,7432,car,good
816,62.0,male,2,own,quite rich,little,1338,domestic appliances,good
817,24.0,female,2,rent,little,little,1554,radio/TV,good
818,43.0,male,3,own,little,little,15857,vacation/others,good
819,26.0,male,2,own,little,little,1345,radio/TV,bad
820,27.0,male,2,own,little,little,1101,car,good
821,24.0,male,2,own,little,rich,3016,radio/TV,good
822,41.0,male,2,own,little,little,2712,furniture/equipment,bad
823,47.0,male,1,own,little,little,731,car,good
824,35.0,male,3,own,little,little,3780,furniture/equipment,good
825,30.0,male,2,own,little,little,1602,car,good
826,33.0,female,2,rent,little,little,3966,car,bad
827,36.0,male,2,own,little,little,4165,business,bad
828,47.0,male,2,free,little,little,8335,car,bad
829,38.0,male,2,free,little,moderate,6681,business,good
830,44.0,male,2,own,quite rich,little,2375,business,good
831,23.0,female,2,rent,little,little,1216,car,bad
832,29.0,male,2,rent,little,little,11816,business,bad
833,42.0,female,2,own,little,moderate,5084,radio/TV,good
834,25.0,female,1,own,little,rich,2327,radio/TV,bad
835,48.0,male,2,own,little,little,1082,car,bad
836,21.0,female,2,own,little,little,886,radio/TV,good
837,23.0,female,1,rent,little,little,601,furniture/equipment,good
838,63.0,male,2,own,little,little,2957,car,good
839,46.0,male,2,own,little,little,2611,radio/TV,good
840,29.0,male,2,own,little,little,5179,furniture/equipment,bad
841,28.0,male,1,own,little,little,2993,car,good
842,23.0,female,2,own,little,little,1943,repairs,bad
843,50.0,male,2,own,little,little,1559,business,good
844,47.0,male,2,own,little,little,3422,furniture/equipment,good
845,35.0,male,2,own,little,moderate,3976,furniture/equipment,good
846,68.0,male,2,rent,little,little,6761,car,bad
847,28.0,male,2,own,little,little,1249,car,good
848,59.0,male,2,own,little,little,1364,radio/TV,good
849,57.0,male,1,own,little,little,709,radio/TV,bad
850,33.0,male,2,rent,little,little,2235,car,bad
851,43.0,male,2,own,little,little,4042,car,good
852,35.0,male,2,free,little,little,1471,radio/TV,good
853,32.0,male,1,free,little,little,1442,car,bad
854,45.0,male,2,own,little,little,10875,car,good
855,33.0,male,2,own,moderate,little,1474,car,good
856,40.0,female,2,own,little,little,894,education,good
857,28.0,male,2,free,little,little,3343,furniture/equipment,good
858,29.0,female,2,own,little,little,3959,car,bad
859,26.0,male,2,rent,moderate,little,3577,car,good
860,27.0,male,2,own,rich,little,5804,car,good
861,28.0,male,2,own,little,little,2169,business,bad
862,35.0,female,2,own,little,little,2439,radio/TV,bad
863,32.0,male,1,own,rich,little,4526,furniture/equipment,good
864,25.0,male,1,rent,little,little,2210,furniture/equipment,bad
865,20.0,female,2,rent,quite rich,little,2221,furniture/equipment,good
866,27.0,female,2,own,little,little,2389,radio/TV,good
867,42.0,male,2,own,little,little,3331,furniture/equipment,good
868,37.0,male,2,own,little,little,7409,business,good
869,24.0,female,2,rent,little,little,652,furniture/equipment,good
870,40.0,female,2,own,quite rich,little,7678,furniture/equipment,good
871,46.0,male,2,own,little,rich,1343,car,good
872,26.0,male,2,own,moderate,little,1382,business,good
873,24.0,female,2,own,little,little,874,domestic appliances,good
874,29.0,male,1,own,little,little,3590,furniture/equipment,good
875,40.0,female,2,own,rich,moderate,1322,car,good
876,36.0,male,3,free,little,little,1940,radio/TV,good
877,28.0,male,2,own,little,little,3595,radio/TV,good
878,27.0,male,3,free,little,little,1422,car,bad
879,36.0,male,2,own,little,little,6742,radio/TV,good
880,38.0,male,3,own,little,little,7814,car,good
881,48.0,male,2,free,little,little,9277,car,good
882,36.0,male,2,own,little,moderate,2181,car,good
883,65.0,female,0,own,little,little,1098,radio/TV,good
884,43.0,male,2,own,little,moderate,4057,furniture/equipment,bad
885,53.0,female,2,own,little,little,795,education,bad
886,34.0,male,2,own,little,moderate,2825,business,good
887,23.0,male,2,own,little,moderate,15672,business,bad
888,34.0,male,3,own,little,little,6614,car,good
889,40.0,male,2,rent,little,little,7824,car,good
890,43.0,male,3,own,little,little,2442,business,good
891,46.0,male,2,own,little,little,1829,radio/TV,good
892,38.0,male,1,own,little,little,2171,car,good
893,34.0,male,2,own,little,moderate,5800,car,good
894,29.0,male,2,own,little,little,1169,radio/TV,good
895,31.0,male,3,own,little,little,8947,car,good
896,28.0,female,3,rent,little,little,2606,radio/TV,good
897,35.0,female,2,own,rich,little,1592,furniture/equipment,good
898,33.0,female,1,rent,little,little,2186,furniture/equipment,good
899,42.0,male,2,own,little,little,4153,furniture/equipment,bad
900,43.0,male,2,rent,little,little,2625,car,bad
901,44.0,male,2,own,little,little,3485,car,good
902,42.0,male,2,free,little,little,10477,car,good
903,40.0,male,2,rent,little,little,1386,radio/TV,good
904,36.0,male,3,own,little,little,1278,radio/TV,good
905,20.0,male,3,rent,little,little,1107,radio/TV,good
906,24.0,male,1,own,little,little,3763,car,good
907,27.0,male,2,own,little,moderate,3711,education,good
908,46.0,female,1,own,little,little,3594,car,good
909,33.0,female,1,own,little,moderate,3195,car,good
910,34.0,female,2,own,little,little,4454,radio/TV,good
911,25.0,female,1,own,little,moderate,4736,furniture/equipment,bad
912,25.0,female,2,own,little,moderate,2991,radio/TV,good
913,28.0,male,2,own,rich,little,2142,business,good
914,31.0,male,2,rent,little,little,3161,business,bad
915,32.0,female,3,own,little,moderate,18424,vacation/others,bad
916,32.0,male,2,own,moderate,little,2848,car,good
917,68.0,male,3,own,little,little,14896,car,bad
918,33.0,male,2,own,moderate,little,2359,furniture/equipment,bad
919,39.0,male,3,rent,little,little,3345,furniture/equipment,bad
920,28.0,female,2,own,little,little,1817,furniture/equipment,good
921,37.0,male,3,own,quite rich,little,12749,radio/TV,good
922,22.0,female,2,rent,little,little,1366,radio/TV,bad
923,30.0,male,2,rent,little,moderate,2002,car,good
924,55.0,male,2,own,little,little,6872,furniture/equipment,bad
925,46.0,male,2,own,little,little,697,car,bad
926,21.0,female,2,rent,little,little,1049,furniture/equipment,good
927,39.0,male,2,free,little,little,10297,car,bad
928,58.0,male,2,own,little,little,1867,radio/TV,good
929,43.0,male,1,own,little,little,1344,car,good
930,24.0,male,1,own,little,little,1747,furniture/equipment,good
931,22.0,female,2,own,little,moderate,1670,radio/TV,bad
932,30.0,male,2,own,little,little,1224,car,good
933,42.0,male,2,own,quite rich,little,522,radio/TV,good
934,23.0,female,2,own,little,little,1498,radio/TV,good
935,30.0,male,3,own,moderate,moderate,1919,radio/TV,bad
936,28.0,female,1,own,little,rich,745,radio/TV,bad
937,30.0,male,3,rent,little,moderate,2063,radio/TV,good
938,42.0,male,2,free,little,moderate,6288,education,bad
939,46.0,male,3,own,little,little,6842,car,good
940,45.0,male,3,own,little,little,3527,car,good
941,31.0,male,1,own,little,little,1546,car,good
942,31.0,male,2,own,little,little,929,furniture/equipment,good
943,42.0,male,1,own,little,little,1455,car,good
944,46.0,female,2,rent,little,little,1845,furniture/equipment,good
945,30.0,female,2,own,quite rich,moderate,8358,car,good
946,30.0,male,2,free,quite rich,little,3349,furniture/equipment,bad
947,38.0,male,3,own,little,little,2859,car,good
948,43.0,male,1,own,little,little,1533,furniture/equipment,bad
949,31.0,male,2,own,moderate,little,3621,radio/TV,bad
950,40.0,male,0,own,little,moderate,3590,business,good
951,24.0,male,2,own,little,little,2145,business,bad
952,28.0,female,2,rent,quite rich,moderate,4113,car,bad
953,26.0,female,3,own,little,little,10974,furniture/equipment,bad
954,29.0,female,2,own,little,little,1893,car,good
955,57.0,female,3,rent,rich,little,1231,radio/TV,good
956,49.0,male,1,own,little,rich,3656,radio/TV,good
957,37.0,male,1,own,little,moderate,1154,radio/TV,good
958,45.0,male,1,own,little,little,4006,car,bad
959,30.0,male,2,free,moderate,moderate,3069,furniture/equipment,good
960,30.0,male,2,rent,little,little,1740,radio/TV,good
961,47.0,male,2,own,little,moderate,2353,car,good
962,29.0,male,2,own,little,little,3556,car,good
963,35.0,male,2,own,quite rich,little,2397,radio/TV,bad
964,22.0,male,1,own,little,moderate,454,repairs,good
965,26.0,female,2,own,little,moderate,1715,radio/TV,good
966,23.0,male,1,own,quite rich,moderate,2520,radio/TV,bad
967,54.0,female,3,rent,little,little,3568,radio/TV,good
968,29.0,male,2,rent,little,little,7166,radio/TV,good
969,40.0,male,1,own,little,little,3939,car,good
970,22.0,male,2,own,moderate,moderate,1514,repairs,good
971,43.0,male,1,own,little,little,7393,car,good
972,29.0,female,0,rent,little,little,1193,car,bad
973,36.0,male,2,rent,little,little,7297,business,bad
974,33.0,female,2,own,little,little,2831,radio/TV,good
975,57.0,female,1,own,quite rich,rich,1258,radio/TV,good
976,64.0,female,2,own,little,moderate,753,radio/TV,good
977,42.0,male,2,own,little,moderate,2427,business,good
978,47.0,male,1,own,little,little,2538,car,bad
979,25.0,male,2,rent,moderate,moderate,1264,car,bad
980,49.0,male,2,own,little,moderate,8386,furniture/equipment,bad
981,33.0,male,3,rent,little,little,4844,business,bad
982,28.0,female,3,own,moderate,rich,2923,car,good
983,26.0,male,2,own,little,little,8229,car,bad
984,30.0,male,1,own,little,little,2028,furniture/equipment,good
985,25.0,female,2,rent,little,little,1433,furniture/equipment,good
986,33.0,male,2,own,little,rich,6289,business,good
987,64.0,female,2,own,moderate,little,1409,radio/TV,good
988,29.0,male,3,free,little,little,6579,car,good
989,48.0,male,1,own,little,moderate,1743,radio/TV,good
990,37.0,male,1,own,little,little,3565,education,good
991,34.0,male,1,own,moderate,little,1569,radio/TV,good
992,23.0,male,1,rent,little,little,1936,radio/TV,good
993,30.0,male,3,own,little,little,3959,furniture/equipment,good
994,50.0,male,2,own,little,little,2390,car,good
995,31.0,female,1,own,little,little,1736,furniture/equipment,good
996,40.0,male,3,own,little,little,3857,car,good
997,38.0,male,2,own,little,little,804,radio/TV,good
998,23.0,male,2,free,little,little,1845,radio/TV,bad
999,27.0,male,2,own,moderate,moderate,4576,car,good
